,base,GenSR,Sublex_Score
3730438,r-x-o-l,r-x-l-a,0.5900381923076204
3730439,r-a-r-x-o-l,r-a-r-x-l-a,0.6666666666666666
3730440,r-xj-e-l,r-x-l-a,0.3456940034712444
3730504,r-o-x-l,r-x-l-a,0.001219504834612
3730505,k-a-r-xj-e-l,k-a-r-x-l-a,0.4740172343998969
3730585,rj-e-x-l,r-x-l-a,
3730657,sj-i-r-x-o-l,sj-i-r-x-l-a,0.6666666666666666
3730730,tj-i-r-o-x-l,tj-i-r-x-l-a,0.0014293713871383
3730731,mj-i-rj-e-x-m,mj-i-r-x-m-a,
3730732,r-o-x-m,r-x-m-a,0.0017803197783957
3730733,sh-u-r-o-x-m,sh-u-r-x-m-a,0.0020864962616357
3730734,k-a-r-o-x-m,k-a-r-x-m-a,0.0020864962616357
3730735,rj-e-x-m,r-x-m-a,
3730736,b-a-rj-e-x-m,b-a-r-x-m-a,
3730737,r-xj-e-m,r-x-m-a,0.0850147084095476
3730738,lj-i-r-xj-e-m,lj-i-r-x-m-a,0.1362241527817442
3730739,sh-u-r-xj-e-m,sh-u-r-x-m-a,0.1362241527817442
3730740,b-a-r-xj-e-m,b-a-r-x-m-a,0.1362241527817442
3730741,r-o-sh,r-sh-a,0.5817625667867414
3731084,rj-e-sh,r-sh-a,0.5259765902031078
3731677,z-u-r-o-sh,z-u-r-sh-a,0.6958119165354145
3733300,zh-a-r-o-sh,zh-a-r-sh-a,0.6958119165354145
3733301,sh-i-rj-e-sh,sh-i-r-sh-a,0.6543012175739884
3733770,sh-u-r-sh-e-l,sh-u-r-sh-l-a,0.6666666666666666
3733771,m-u-r-sh-o-l,m-u-r-sh-l-a,0.6666666666666666
3733772,r-sh-o-l,r-sh-l-a,0.5900381923076204
3733780,sh-u-r-o-sh-l,sh-u-r-sh-l-a,0.0014293713871383
3733781,xj-i-rj-e-sh-l,xj-i-r-sh-l-a,
3733782,rj-e-sh-l,r-sh-l-a,
3733798,l-a-r-o-sh-l,l-a-r-sh-l-a,0.0014293713871383
3733807,rj-e-sh-m,r-sh-m-a,
3733834,b-a-r-sh-e-m,b-a-r-sh-m-a,0.6666666666666666
3733835,r-sh-o-m,r-sh-m-a,0.5900381923076204
3733862,r-o-sh-m,r-sh-m-a,0.001219504834612
3733863,g-u-r-sh-e-m,g-u-r-sh-m-a,0.6666666666666666
3733891,l-a-rj-e-sh-m,l-a-r-sh-m-a,
3733892,p-u-rj-e-sh-m,p-u-r-sh-m-a,
3733893,b-a-r-sh-o-m,b-a-r-sh-m-a,0.6666666666666666
3733901,sh-i-r-sh-o-m,sh-i-r-sh-m-a,0.6666666666666666
3733937,gj-i-r-sh-o-m,gj-i-r-sh-m-a,0.6666666666666666
3733992,s-u-r-sh-o-m,s-u-r-sh-m-a,0.6666666666666666
3733993,r-o-sh-n,r-sh-n-a,0.0003771523176118
3734001,r-sh-o-n,r-sh-n-a,0.5900381923076204
3734065,kj-i-r-o-sh-n,kj-i-r-sh-n-a,0.0004421212367709
3734066,mj-i-rj-e-sh-n,mj-i-r-sh-n-a,
3734067,b-u-r-sh-e-n,b-u-r-sh-n-a,0.6666666666666666
3734068,r-sh-e-n,r-sh-n-a,0.5900381923076204
3734076,sh-i-rj-e-sh-n,sh-i-r-sh-n-a,
3734205,rj-e-sh-n,r-sh-n-a,
3734278,sh-a-rj-e-sh-n,sh-a-r-sh-n-a,
3734279,t-a-rj-e-sh-n,t-a-r-sh-n-a,
3734288,rj-i-r-sh-e-n,rj-i-r-sh-n-a,0.6666666666666666
3734289,x-a-rj-e-sh-r,x-a-r-sh-r-a,
3734290,r-o-sh-r,r-sh-r-a,2.971991234394485e-07
3734317,zh-u-r-sh-e-r,zh-u-r-sh-r-a,0.0056379316607571995
3734318,b-a-rj-e-sh-r,b-a-r-sh-r-a,
3734319,b-a-r-o-sh-r,b-a-r-sh-r-a,3.484177922828102e-07
3734320,pj-i-r-o-sh-r,pj-i-r-sh-r-a,3.484177922828102e-07
3734348,sj-i-rj-e-sh-r,sj-i-r-sh-r-a,
3734376,r-sh-e-r,r-sh-r-a,0.0035596893010195
3734377,tj-e-v,t-v-a,0.4707074788892805
3734385,zj-i-t-o-v,zj-i-t-v-a,0.6666666666666666
3734386,t-o-v,t-v-a,0.6666666666666666
3734413,b-a-t-o-v,b-a-t-v-a,0.6666666666666666
3734468,bj-i-tj-e-v,bj-i-t-v-a,0.4707074788892805
3734469,sh-i-tj-e-v,sh-i-t-v-a,0.4707074788892805
3734470,t-a-tj-e-v,t-a-t-v-a,0.4707074788892805
3734479,g-a-t-o-v,g-a-t-v-a,0.6666666666666666
3734480,s-u-tj-e-v,s-u-t-v-a,0.4707074788892805
3734481,sh-i-t-o-f,sh-i-t-f-a,0.0127221836417483
3734482,sh-u-tj-e-f,sh-u-t-f-a,0.0079784552324626
3734483,rj-i-tj-e-f,rj-i-t-f-a,0.0079784552324626
3734484,t-o-f,t-f-a,0.0063406097723842005
3734492,tj-e-f,t-f-a,0.0045007514166102
3734508,t-a-t-o-f,t-a-t-f-a,0.0127221836417483
3734532,k-u-t-o-f,k-u-t-f-a,0.0127221836417483
3734533,t-fj-e-v,t-f-v-a,2.12315580097e-05
3734534,g-a-t-o-f-v,g-a-t-f-v-a,1.7079948861e-06
3734535,t-f-o-v,t-f-v-a,0.0002884177538558
3734551,t-o-f-v,t-f-v-a,5.88794072048921e-07
3734552,n-u-tj-e-f-m,n-u-t-f-m-a,
3734553,sj-i-t-o-f-m,sj-i-t-f-m-a,0.0001324038310965
3734554,m-u-t-o-f-m,m-u-t-f-m-a,0.0001324038310965
3734555,kj-i-t-o-f-m,kj-i-t-f-m-a,0.0001324038310965
3734556,tj-e-f-m,t-f-m-a,
3734557,t-o-f-p,t-f-p-a,8.556544708598219e-07
3734565,t-f-o-p,t-f-p-a,6.045278669e-05
3734566,n-u-t-f-o-p,n-u-t-f-p-a,0.0001652367271886
3734567,tj-e-f-p,t-f-p-a,
3734575,m-u-t-o-f-p,m-u-t-f-p-a,2.4821118088e-06
3734583,b-u-t-o-f-p,b-u-t-f-p-a,2.4821118088e-06
3734600,g-u-t-f-o-p,g-u-t-f-p-a,0.0001652367271886
3734601,t-fj-e-p,t-f-p-a,8.1213973025e-06
3734610,k-a-t-o-f-x,k-a-t-f-x-a,4.025421267948043e-07
3734611,t-o-f-x,t-f-x-a,1.3862882228619889e-07
3734619,sh-i-tj-e-f-x,sh-i-t-f-x-a,
3734620,b-u-t-f-o-x,b-u-t-f-x-a,0.00027623768232189997
3734621,t-fj-e-x,t-f-x-a,4.78687402514e-05
3734622,b-u-tj-e-f-x,b-u-t-f-x-a,
3734631,zh-i-t-fj-e-x,zh-i-t-f-x-a,8.52361223432e-05
3734632,g-u-t-o-f-x,g-u-t-f-x-a,4.025421267948043e-07
3734633,t-fj-e-ch,t-f-ch-a,0.0001071685562795
3734634,zj-i-t-o-f-ch,zj-i-t-f-ch-a,1.5340453496e-06
3734635,p-u-t-fj-e-ch,p-u-t-f-ch-a,0.0001906269680635
3734651,mj-i-tj-e-f-ch,mj-i-t-f-ch-a,
3734652,pj-i-t-fj-e-ch,pj-i-t-f-ch-a,0.0001906269680635
3734653,tj-e-f-sh,t-f-sh-a,
3734680,t-f-o-sh,t-f-sh-a,0.00021751976242039998
3734750,t-fj-e-sh,t-f-sh-a,0.0001829709816793
3734758,tj-i-t-fj-e-sh,tj-i-t-f-sh-a,0.000325442261745
3734759,b-a-t-o-f-sh,b-a-t-f-sh-a,3.872683134162686e-07
3734760,zh-a-t-o-f-sh,zh-a-t-f-sh-a,3.872683134162686e-07
3734769,t-o-x,t-x-a,0.5499703810151406
3734777,tj-e-x,t-x-a,0.3670021702636858
3734905,zh-u-t-o-x,zh-u-t-x-a,0.7386323605435123
3734906,pj-i-tj-e-x,pj-i-t-x-a,0.5079273064350218
3734979,m-a-t-o-x,m-a-t-x-a,0.7386323605435123
3734980,gj-i-t-o-x,gj-i-t-x-a,0.7386323605435123
3734981,zh-i-tj-e-x,zh-i-t-x-a,0.5079273064350218
3735046,g-u-t-xj-e-v,g-u-t-x-v-a,0.0009957677938117
3735047,t-a-t-o-x-v,t-a-t-x-v-a,0.0001818602535158
3735048,k-a-t-x-o-v,k-a-t-x-v-a,0.023806734398652503
3735049,t-o-x-v,t-x-v-a,6.2637102363e-05
3735050,t-xj-e-v,t-x-v-a,0.0005594481679656
3735104,b-u-t-x-o-v,b-u-t-x-v-a,0.023806734398652503
3735132,tj-e-x-v,t-x-v-a,
3735133,r-a-tj-e-x-v,r-a-t-x-v-a,
3735134,tj-i-t-x-o-v,tj-i-t-x-v-a,0.023806734398652503
3735135,t-o-x-l,t-x-l-a,6.2637102363e-05
3735143,t-xj-e-l,t-x-l-a,0.0005594482060242
3735170,b-u-t-xj-e-l,b-u-t-x-l-a,0.0009957679904327
3735171,kj-i-t-o-x-l,kj-i-t-x-l-a,0.0001818602535158
3735172,x-u-tj-e-x-l,x-u-t-x-l-a,
3735227,kj-i-tj-e-x-l,kj-i-t-x-l-a,
3735228,tj-e-x-l,t-x-l-a,
3735229,z-u-t-o-x-l,z-u-t-x-l-a,0.0001818602535158
3735230,zh-i-t-x-o-l,zh-i-t-x-l-a,0.023806734398652503
3735239,tj-e-x-m,t-x-m-a,
3735240,t-x-o-m,t-x-m-a,0.0063003572202922
3735241,s-u-t-xj-e-m,s-u-t-x-m-a,0.0001804264975776
3735242,t-xj-e-m,t-x-m-a,0.0001013324740306
3735296,l-a-t-x-o-m,l-a-t-x-m-a,0.0171432642222267
3735324,t-x-o-s,t-x-s-a,0.001705781475549
3735325,m-a-t-x-o-s,m-a-t-x-s-a,0.0033997540111361003
3735326,zh-i-tj-e-x-s,zh-i-t-x-s-a,
3735327,g-u-tj-e-x-s,g-u-t-x-s-a,
3735328,gj-i-t-xj-e-s,gj-i-t-x-s-a,0.0002886520155418
3735329,t-xj-e-s,t-x-s-a,0.0001621218840278
3735330,sj-i-tj-e-x-s,sj-i-t-x-s-a,
3735331,tj-e-x-f,t-x-f-a,
3735332,s-u-t-x-o-f,s-u-t-x-f-a,1.97746721155e-05
3735333,lj-i-t-o-x-f,lj-i-t-x-f-a,5.4716294898644266e-08
3735334,t-x-o-f,t-x-f-a,1.0390463804000001e-05
3735361,lj-i-t-x-o-f,lj-i-t-x-f-a,1.97746721155e-05
3735362,rj-i-t-x-o-f,rj-i-t-x-f-a,1.97746721155e-05
3735363,sh-u-t-xj-e-f,sh-u-t-x-f-a,1.9319089861e-06
3735364,l-u-t-o-x-f,l-u-t-x-f-a,5.4716294898644266e-08
3735365,zh-i-t-x-o-f,zh-i-t-x-f-a,1.97746721155e-05
3735420,t-xj-e-ch,t-x-ch-a,3.1597957573e-06
3735428,t-x-o-ch,t-x-ch-a,3.2191974076099996e-05
3735429,n-u-t-xj-e-ch,n-u-t-x-ch-a,5.626597528e-06
3735438,g-a-tj-e-x-ch,g-a-t-x-ch-a,
3735439,k-a-tj-e-x-ch,k-a-t-x-ch-a,
3735440,sh-u-t-o-x-ch,sh-u-t-x-ch-a,1.95194059507419e-07
3735441,pj-i-tj-e-x-sh,pj-i-t-x-sh-a,
3735442,tj-i-t-x-o-sh,tj-i-t-x-sh-a,8.946724227840001e-05
3735450,kj-i-tj-e-x-sh,kj-i-t-x-sh-a,
3735451,kj-i-t-o-x-sh,kj-i-t-x-sh-a,9.055296450972856e-08
3735460,t-x-o-sh,t-x-sh-a,4.85849418445e-05
3735461,t-u-t-x-o-sh,t-u-t-x-sh-a,8.946724227840001e-05
3735462,tj-e-x-sh,t-x-sh-a,
3735463,t-o-x-sh,t-x-sh-a,3.121613105051736e-08
3735464,t-xj-e-sh,t-x-sh-a,5.3951756859e-06
3735465,tj-e-sh,t-sh-a,0.5154950308585321
3735492,b-u-t-o-sh,b-u-t-sh-a,0.6958119165354145
3735493,sh-i-t-o-sh,sh-i-t-sh-a,0.6958119165354145
3735521,t-o-sh,t-sh-a,0.5545941616264013
3735549,tj-e-sh-l,t-sh-l-a,
3735557,t-sh-o-l,t-sh-l-a,0.47558048388563356
3735638,r-a-t-sh-o-l,r-a-t-sh-l-a,0.6666666666666666
3735639,t-o-sh-l,t-sh-l-a,0.0004932060822128
3735666,z-u-t-o-sh-l,z-u-t-sh-l-a,0.0014293713871383
3735694,t-sh-e-l,t-sh-l-a,0.47558048388563356
3735730,k-u-t-sh-e-m,k-u-t-sh-m-a,0.6666666666666666
3735731,k-a-tj-e-sh-m,k-a-t-sh-m-a,
3735732,t-o-sh-m,t-sh-m-a,0.0004932060822128
3735740,tj-e-sh-m,t-sh-m-a,
3735741,l-u-t-sh-e-m,l-u-t-sh-m-a,0.6666666666666666
3735742,k-u-t-sh-o-m,k-u-t-sh-m-a,0.6666666666666666
3735751,s-u-t-sh-o-m,s-u-t-sh-m-a,0.6666666666666666
3735752,tj-e-sh-n,t-sh-n-a,
3735779,g-u-t-sh-e-n,g-u-t-sh-n-a,0.6666666666666666
3735780,kj-i-t-o-sh-n,kj-i-t-sh-n-a,0.0004421212367709
3735781,t-sh-o-n,t-sh-n-a,0.47558048388563356
3735782,gj-i-t-o-sh-n,gj-i-t-sh-n-a,0.0004421212367709
3735783,b-u-t-sh-e-n,b-u-t-sh-n-a,0.6666666666666666
3735784,k-u-t-sh-o-n,k-u-t-sh-n-a,0.6666666666666666
3735785,t-sh-e-n,t-sh-n-a,0.47558048388563356
3735786,pj-i-tj-e-sh-n,pj-i-t-sh-n-a,
3735841,sj-i-t-o-sh-n,sj-i-t-sh-n-a,0.0004421212367709
3735842,m-a-t-o-sh-p,m-a-t-sh-p-a,3.84039766512e-05
3735843,t-sh-o-p,t-sh-p-a,0.0158904378299689
3735851,m-a-tj-e-sh-p,m-a-t-sh-p-a,
3735852,x-u-tj-e-sh-p,x-u-t-sh-p-a,
3735853,t-a-t-sh-o-p,t-a-t-sh-p-a,0.0345699666669916
3735862,l-u-t-sh-e-p,l-u-t-sh-p-a,0.0345699666669916
3735863,bj-i-tj-e-sh-r,bj-i-t-sh-r-a,
3735864,tj-e-sh-r,t-sh-r-a,
3735865,tj-i-t-sh-e-r,tj-i-t-sh-r-a,0.0056379316607571995
3735873,gj-i-t-o-sh-r,gj-i-t-sh-r-a,3.484177922828102e-07
3735874,zh-u-tj-e-sh-r,zh-u-t-sh-r-a,
3735883,t-o-sh-r,t-sh-r-a,1.2010934551836546e-07
3735899,z-u-t-sh-e-r,z-u-t-sh-r-a,0.0056379316607571995
3735900,xj-i-t-sh-o-r,xj-i-t-sh-r-a,0.0056379316607571995
3735901,rj-i-tj-e-sh-s,rj-i-t-sh-s-a,
3735902,r-a-tj-e-sh-s,r-a-t-sh-s-a,
3735903,t-sh-o-s,t-sh-s-a,0.0256290987361335
3735984,tj-e-sh-s,t-sh-s-a,
3735985,t-o-sh-s,t-sh-s-a,2.606852445426446e-07
3735986,t-o-sh-t,t-sh-t-a,0.0004932060822128
3736040,t-sh-e-t,t-sh-t-a,0.47558048388563356
3736041,n-u-t-sh-o-t,n-u-t-sh-t-a,0.6666666666666666
3736042,z-u-t-o-sh-t,z-u-t-sh-t-a,0.0014293713871383
3736043,rj-i-tj-e-sh-t,rj-i-t-sh-t-a,
3736044,t-u-t-sh-e-t,t-u-t-sh-t-a,0.6666666666666666
3736045,mj-i-t-o-sh-t,mj-i-t-sh-t-a,0.0014293713871383
3736046,rj-i-t-sh-e-t,rj-i-t-sh-t-a,0.6666666666666666
3736047,gj-i-t-o-sh-t,gj-i-t-sh-t-a,0.0014293713871383
3736075,t-u-tj-e-sh-t,t-u-t-sh-t-a,
3736076,t-o-sh-x,t-sh-x-a,1.8273920452941008e-08
3736077,xj-i-t-sh-o-x,xj-i-t-sh-x-a,0.0048979225333056
3736078,t-sh-e-x,t-sh-x-a,0.00251634306507
3736079,t-sh-o-x,t-sh-x-a,0.00251634306507
3736080,m-a-t-sh-o-x,m-a-t-sh-x-a,0.0048979225333056
3736081,tj-e-sh-x,t-sh-x-a,
3736089,mj-i-tj-e-sh-x,mj-i-t-sh-x-a,
3736098,bj-i-t-sh-o-x,bj-i-t-sh-x-a,0.0048979225333056
3736099,tj-e-sh-ch,t-sh-ch-a,
3736100,zh-u-t-sh-o-ch,zh-u-t-sh-ch-a,0.0163829582103071
3736101,t-sh-e-ch,t-sh-ch-a,0.0085668376537003
3736102,sh-a-tj-e-sh-ch,sh-a-t-sh-ch-a,
3736103,zj-i-t-o-sh-ch,zj-i-t-sh-ch-a,6.9668217793e-06
3736104,k-u-t-sh-o-ch,k-u-t-sh-ch-a,0.0163829582103071
3736105,sj-i-t-sh-o-ch,sj-i-t-sh-ch-a,0.0163829582103071
3736106,gj-i-t-sh-e-ch,gj-i-t-sh-ch-a,0.0163829582103071
3736107,t-o-sh-ch,t-sh-ch-a,2.3992680282e-06
3736108,t-u-tj-e-sh-ch,t-u-t-sh-ch-a,
3736109,f-o-v,f-v-a,0.0801371487580988
3736173,fj-e-v,f-v-a,0.0065845095216426
3736859,m-a-fj-e-v,m-a-f-v-a,0.0065845095216426
3736860,sj-i-fj-e-v,sj-i-f-v-a,0.0065845095216426
3738297,g-a-f-o-v,g-a-f-v-a,0.0801371487580988
3738641,r-a-fj-e-v,r-a-f-v-a,0.0065845095216426
3738642,zh-a-fj-e-v,zh-a-f-v-a,0.0065845095216426
3738771,l-a-f-o-m,l-a-f-m-a,0.501427549414177
3738779,t-u-f-o-m,t-u-f-m-a,0.501427549414177
3738780,pj-i-f-o-m,pj-i-f-m-a,0.501427549414177
3738781,b-u-f-o-m,b-u-f-m-a,0.501427549414177
3738782,n-u-f-o-m,n-u-f-m-a,0.501427549414177
3738783,f-o-m,f-m-a,0.501427549414177
3738791,fj-e-m,f-m-a,0.1205195779307409
3739663,zh-u-fj-e-m,zh-u-f-m-a,0.1205195779307409
3739664,zh-i-f-o-m,zh-i-f-m-a,0.501427549414177
3739665,g-u-fj-e-m,g-u-f-m-a,0.1205195779307409
3740106,b-a-f-m-o-v,b-a-f-m-v-a,0.0006035737191707
3740107,xj-i-f-m-o-v,xj-i-f-m-v-a,0.0006035737191707
3740115,f-m-o-v,f-m-v-a,0.0006035737191707
3740240,fj-e-m-v,f-m-v-a,
3740267,xj-i-f-o-m-v,xj-i-f-m-v-a,1.5666899268988206e-07
3740268,f-mj-e-v,f-m-v-a,8.50658183121e-05
3740393,s-u-fj-e-m-v,s-u-f-m-v-a,
3740394,zh-i-fj-e-m-v,zh-i-f-m-v-a,
3740395,zh-a-fj-e-m-v,zh-a-f-m-v-a,
3740404,r-a-f-o-m-v,r-a-f-m-v-a,1.5666899268988206e-07
3740405,x-a-f-o-m-v,x-a-f-m-v-a,1.5666899268988206e-07
3740406,t-u-f-o-m-v,t-u-f-m-v-a,1.5666899268988206e-07
3740407,b-u-f-o-m-v,b-u-f-m-v-a,1.5666899268988206e-07
3740408,b-u-f-mj-e-v,b-u-f-m-v-a,8.50658183121e-05
3740409,x-u-f-o-m-v,x-u-f-m-v-a,1.5666899268988206e-07
3740687,bj-i-f-m-o-v,bj-i-f-m-v-a,0.0006035737191707
3740813,g-u-f-mj-e-v,g-u-f-m-v-a,8.50658183121e-05
3740814,rj-i-f-mj-e-v,rj-i-f-m-v-a,8.50658183121e-05
3740815,zh-i-f-m-o-v,zh-i-f-m-v-a,0.0006035737191707
3740816,f-o-m-v,f-m-v-a,1.5666899268988206e-07
3740859,x-u-fj-e-m-v,x-u-f-m-v-a,
3740860,r-u-fj-e-m-v,r-u-f-m-v-a,
3740986,t-a-fj-e-m-v,t-a-f-m-v-a,
3741237,g-a-f-mj-e-v,g-a-f-m-v-a,8.50658183121e-05
3741363,r-u-f-mj-e-v,r-u-f-m-v-a,8.50658183121e-05
3741364,sh-i-f-mj-e-v,sh-i-f-m-v-a,8.50658183121e-05
3741490,z-u-fj-e-m-v,z-u-f-m-v-a,
3741491,f-o-m-n,f-m-n-a,2.27461905871e-05
3742003,f-mj-e-n,f-m-n-a,0.0063875269795489
3742030,m-a-f-o-m-n,m-a-f-m-n-a,2.27461905871e-05
3742543,fj-e-m-n,f-m-n-a,
3743055,f-m-o-n,f-m-n-a,0.0210451797101844
3743180,mj-i-fj-e-m-n,mj-i-f-m-n-a,
3745729,z-u-f-m-o-n,z-u-f-m-n-a,0.0210451797101844
3745737,zh-i-f-mj-e-n,zh-i-f-m-n-a,0.0063875269795489
3745738,b-a-fj-e-m-n,b-a-f-m-n-a,
3745746,bj-i-f-mj-e-n,bj-i-f-m-n-a,0.0063875269795489
3745747,pj-i-f-mj-e-n,pj-i-f-m-n-a,0.0063875269795489
3746799,k-u-fj-e-m-n,k-u-f-m-n-a,
3746800,sh-a-fj-e-m-n,sh-a-f-m-n-a,
3746828,z-u-f-o-m-n,z-u-f-m-n-a,2.27461905871e-05
3747357,sh-a-f-mj-e-n,sh-a-f-m-n-a,0.0063875269795489
3749918,n-u-f-m-o-n,n-u-f-m-n-a,0.0210451797101844
3750431,x-a-fj-e-m-n,x-a-f-m-n-a,
3750432,f-o-p,f-p-a,0.0179593357472503
3750440,g-u-fj-e-p,g-u-f-p-a,0.0025348951861089
3750441,kj-i-fj-e-p,kj-i-f-p-a,0.0025348951861089
3750450,k-u-f-o-p,k-u-f-p-a,0.0179593357472503
3750451,fj-e-p,f-p-a,0.0025348951861089
3750505,m-a-fj-e-p,m-a-f-p-a,0.0025348951861089
3750506,zj-i-f-o-p,zj-i-f-p-a,0.0179593357472503
3750534,l-a-fj-e-p,l-a-f-p-a,0.0025348951861089
3750535,sh-i-f-o-p-v,sh-i-f-p-v-a,2.24332840027e-05
3750536,f-p-o-v,f-p-v-a,0.0691299187809538
3750544,fj-e-p-v,f-p-v-a,
3750545,f-pj-e-v,f-p-v-a,0.0019634639769572
3750561,f-o-p-v,f-p-v-a,2.24332840027e-05
3750588,r-u-fj-e-p-v,r-u-f-p-v-a,
3750643,mj-i-f-o-p-v,mj-i-f-p-v-a,2.24332840027e-05
3750644,s-u-f-o-p-v,s-u-f-p-v-a,2.24332840027e-05
3750653,f-pj-e-m,f-p-m-a,0.0193579181165241
3750654,fj-e-p-m,f-p-m-a,
3750655,mj-i-f-pj-e-m,mj-i-f-p-m-a,0.0193579181165241
3750656,k-u-f-o-p-m,k-u-f-p-m-a,0.0005790319005008
3750657,sh-u-f-p-o-m,sh-u-f-p-m-a,0.24231237745408568
3750658,f-p-o-m,f-p-m-a,0.24231237745408568
3750659,mj-i-f-p-o-m,mj-i-f-p-m-a,0.24231237745408568
3750660,f-o-p-m,f-p-m-a,0.0005790319005008
3750661,x-a-f-o-p-r,x-a-f-p-r-a,0.0012073852095091
3750662,sh-a-fj-e-p-r,sh-a-f-p-r-a,
3750663,f-p-o-r,f-p-r-a,0.4478551077558619
3750671,fj-e-p-r,f-p-r-a,
3750679,f-o-p-r,f-p-r-a,0.0012073852095091
3750687,b-a-f-pj-e-r,b-a-f-p-r-a,0.0412491777384487
3750696,kj-i-fj-e-p-r,kj-i-f-p-r-a,
3750697,zj-i-f-pj-e-r,zj-i-f-p-r-a,0.0412491777384487
3750714,f-pj-e-f,f-p-f-a,0.0032951598343603
3750722,t-u-f-o-p-f,t-u-f-p-f-a,3.17882503568e-05
3750723,k-u-f-pj-e-f,k-u-f-p-f-a,0.0032951598343603
3750724,f-p-o-f,f-p-f-a,0.017411725549024402
3750732,f-o-p-f,f-p-f-a,3.17882503568e-05
3750733,t-u-f-p-o-f,t-u-f-p-f-a,0.017411725549024402
3750734,mj-i-fj-e-p-f,mj-i-f-p-f-a,
3750751,kj-i-f-pj-e-x,kj-i-f-p-x-a,0.0231124059502841
3750752,f-p-o-x,f-p-x-a,0.39165326589488386
3750760,f-o-p-x,f-p-x-a,0.0001736203887981
3750761,f-pj-e-x,f-p-x-a,0.0231124059502841
3750770,b-a-f-p-o-x,b-a-f-p-x-a,0.39165326589488386
3750771,z-u-f-p-o-x,z-u-f-p-x-a,0.39165326589488386
3750772,f-p-o-sh,f-p-sh-a,0.1956540008495212
3750773,mj-i-f-o-p-sh,mj-i-f-p-sh-a,0.0001670337402963
3750774,xj-i-f-pj-e-sh,xj-i-f-p-sh-a,0.0828681670656128
3750775,zj-i-f-o-p-sh,zj-i-f-p-sh-a,0.0001670337402963
3750776,fj-e-p-sh,f-p-sh-a,
3750777,f-o-x,f-x-a,0.5759237484834987
3752149,tj-i-fj-e-x,tj-i-f-x-a,0.3313659337587772
3752150,lj-i-fj-e-x,lj-i-f-x-a,0.3313659337587772
3752151,sh-u-f-o-x,sh-u-f-x-a,0.5759237484834987
3752159,rj-i-fj-e-x,rj-i-f-x-a,0.3313659337587772
3753197,f-x-o-v,f-x-v-a,0.0115850502094423
3753261,t-u-f-o-x-v,t-u-f-x-v-a,8.74732431507e-05
3753262,pj-i-f-o-x-v,pj-i-f-x-v-a,8.74732431507e-05
3753327,zj-i-f-x-o-v,zj-i-f-x-v-a,0.0115850502094423
3753392,f-xj-e-v,f-x-v-a,0.0036549767061315
3753393,x-u-f-o-x-v,x-u-f-x-v-a,8.74732431507e-05
3753465,kj-i-f-o-x-v,kj-i-f-x-v-a,8.74732431507e-05
3753474,f-o-x-l,f-x-l-a,8.74732431507e-05
3753602,rj-i-f-xj-e-l,rj-i-f-x-l-a,0.0036549905271141
3753603,f-x-o-l,f-x-l-a,0.0115850502094423
3753604,f-xj-e-l,f-x-l-a,0.0036549905271141
3753733,mj-i-f-xj-e-m,mj-i-f-x-m-a,0.0006629635159411
3753734,f-x-o-m,f-x-m-a,0.0083175606295198
3753735,k-a-f-x-o-m,k-a-f-x-m-a,0.0083175606295198
3753736,f-o-x-m,f-x-m-a,0.0001277662483894
3753752,f-xj-e-m,f-x-m-a,0.0006629635159411
3753753,f-o-x-s,f-x-s-a,1.3931051257e-06
3754009,x-u-f-o-x-s,x-u-f-x-s-a,1.3931051257e-06
3754010,fj-e-x-s,f-x-s-a,
3754011,m-a-f-x-o-s,m-a-f-x-s-a,0.0016360941304175
3754012,sh-a-f-o-x-s,sh-a-f-x-s-a,1.3931051257e-06
3754013,gj-i-f-o-x-s,gj-i-f-x-s-a,1.3931051257e-06
3754014,g-u-f-x-o-f,g-u-f-x-f-a,9.496462003799999e-06
3754015,f-o-x-f,f-x-f-a,2.6341920068846388e-08
3754023,bj-i-f-x-o-f,bj-i-f-x-f-a,9.496462003799999e-06
3754024,l-u-f-o-x-f,l-u-f-x-f-a,2.6341920068846388e-08
3754025,bj-i-fj-e-x-f,bj-i-f-x-f-a,
3754026,fj-e-x-f,f-x-f-a,
3754042,p-u-fj-e-x-f,p-u-f-x-f-a,
3754043,p-u-f-xj-e-f,p-u-f-x-f-a,7.1100085606e-06
3754044,f-x-o-f,f-x-f-a,9.496462003799999e-06
3754045,t-a-f-x-o-f,t-a-f-x-f-a,9.496462003799999e-06
3754054,f-o-x-ch,f-x-ch-a,9.397176284598923e-08
3754070,f-x-o-ch,f-x-ch-a,3.03989230112e-05
3754071,r-a-f-o-x-ch,r-a-f-x-ch-a,9.397176284598923e-08
3754072,kj-i-fj-e-x-ch,kj-i-f-x-ch-a,
3754073,f-xj-e-ch,f-x-ch-a,2.07073662238e-05
3754074,zh-a-f-o-x-ch,zh-a-f-x-ch-a,9.397176284598923e-08
3754075,mj-i-f-o-x-ch,mj-i-f-x-ch-a,9.397176284598923e-08
3754076,l-a-f-o-x-sh,l-a-f-x-sh-a,4.3594673247884754e-08
3754077,fj-e-x-sh,f-x-sh-a,
3754085,t-u-f-o-x-sh,t-u-f-x-sh-a,4.3594673247884754e-08
3754086,f-xj-e-sh,f-x-sh-a,3.53562507409e-05
3754095,pj-i-fj-e-x-sh,pj-i-f-x-sh-a,
3754096,x-a-f-o-x-sh,x-a-f-x-sh-a,4.3594673247884754e-08
