,base,GenSR,Sublex_Score
59459,l-z-o-r,l-z-r-a,0.050862560372687896
59584,k-u-lj-e-z-r,k-u-l-z-r-a,
59585,l-o-z-r,l-z-r-a,3.33943604254e-05
59593,l-zj-e-r,l-z-r-a,0.02654526338554
59601,r-a-lj-e-z-r,r-a-l-z-r-a,
59610,lj-e-z-r,l-z-r-a,
59618,rj-i-l-zj-e-r,rj-i-l-z-r-a,0.02654526338554
59619,b-a-l-o-z-r,b-a-l-z-r-a,3.33943604254e-05
59620,r-u-l-zj-e-r,r-u-l-z-r-a,0.02654526338554
59754,g-a-l-zj-e-r,g-a-l-z-r-a,0.02654526338554
59763,tj-i-l-o-z-r,tj-i-l-z-r-a,3.33943604254e-05
59764,mj-i-l-zj-e-r,mj-i-l-z-r-a,0.02654526338554
60140,lj-i-lj-e-p,lj-i-l-p-a,3.37502029551e-05
60141,kj-i-l-o-p,kj-i-l-p-a,0.0345699666669916
60142,p-u-lj-e-p,p-u-l-p-a,3.37502029551e-05
60143,l-o-p,l-p-a,0.025225287827104897
60359,lj-e-p,l-p-a,1.98164559232e-05
60825,xj-i-lj-e-p,xj-i-l-p-a,3.37502029551e-05
60826,k-u-lj-e-p,k-u-l-p-a,3.37502029551e-05
60827,gj-i-lj-e-p,gj-i-l-p-a,3.37502029551e-05
61169,t-u-lj-e-p,t-u-l-p-a,3.37502029551e-05
61170,g-a-lj-e-p,g-a-l-p-a,3.37502029551e-05
61171,pj-i-lj-e-p,pj-i-l-p-a,3.37502029551e-05
61945,n-u-lj-e-p,n-u-l-p-a,3.37502029551e-05
61946,xj-i-l-o-p,xj-i-l-p-a,0.0345699666669916
62072,zj-i-l-o-p,zj-i-l-p-a,0.0345699666669916
62073,l-p-o-v,l-p-v-a,0.0969428093750076
62201,sh-i-lj-e-p-v,sh-i-l-p-v-a,
62266,l-a-lj-e-p-v,l-a-l-p-v-a,
62331,l-pj-e-v,l-p-v-a,0.023589325171441
62339,lj-e-p-v,l-p-v-a,
62347,g-a-lj-e-p-v,g-a-l-p-v-a,
62348,zh-u-l-o-p-v,zh-u-l-p-v-a,2.6563593651e-05
62349,m-a-lj-e-p-v,m-a-l-p-v-a,
62357,z-u-l-p-o-v,z-u-l-p-v-a,0.1229226202635992
62366,m-a-l-pj-e-v,m-a-l-p-v-a,0.0395778115910979
62375,tj-i-lj-e-p-v,tj-i-l-p-v-a,
62376,l-o-p-v,l-p-v-a,2.26587371466e-05
62385,l-o-p-m,l-p-m-a,0.0005848478644034
62412,l-pj-e-m,l-p-m-a,0.1951137365461897
62439,l-p-o-m,l-p-m-a,0.3757346405045205
62474,sh-a-l-pj-e-m,sh-a-l-p-m-a,0.2925277819600505
62529,x-a-l-pj-e-m,x-a-l-p-m-a,0.2925277819600505
62538,lj-e-p-m,l-p-m-a,
62539,zj-i-l-pj-e-m,zj-i-l-p-m-a,0.2925277819600505
62567,zh-i-lj-e-p-m,zh-i-l-p-m-a,
62568,k-u-lj-e-p-m,k-u-l-p-m-a,
62569,zh-a-lj-e-p-m,zh-a-l-p-m-a,
62570,s-u-l-pj-e-m,s-u-l-p-m-a,0.2925277819600505
62571,p-u-lj-e-p-m,p-u-l-p-m-a,
62572,k-u-lj-e-p-r,k-u-l-p-r-a,
62573,l-o-p-r,l-p-r-a,0.001219504834612
62581,l-p-o-r,l-p-r-a,0.5900381923076204
62582,l-pj-e-r,l-p-r-a,0.345698774031956
62591,zh-a-l-o-p-r,zh-a-l-p-r-a,0.0014293713871383
62592,lj-e-p-r,l-p-r-a,
62593,sh-a-l-o-p-r,sh-a-l-p-r-a,0.0014293713871383
62594,b-a-l-p-o-r,b-a-l-p-r-a,0.6666666666666666
62595,k-u-l-p-o-r,k-u-l-p-r-a,0.6666666666666666
62596,xj-i-l-o-r,xj-i-l-r-a,0.6666666666666666
62604,lj-e-r,l-r-a,0.00191796967502
67517,k-a-lj-e-r,k-a-l-r-a,0.00191796967502
67518,l-u-lj-e-r,l-u-l-r-a,0.00191796967502
67519,sh-u-lj-e-r,sh-u-l-r-a,0.00191796967502
67527,t-a-l-o-r,t-a-l-r-a,0.6666666666666666
67528,l-o-r,l-r-a,0.6666666666666666
88066,z-u-l-o-r,z-u-l-r-a,0.6666666666666666
88067,bj-i-l-o-r,bj-i-l-r-a,0.6666666666666666
92988,l-a-lj-e-r,l-a-l-r-a,0.00191796967502
108614,xj-i-lj-e-r,xj-i-l-r-a,0.00191796967502
113528,m-a-lj-e-r,m-a-l-r-a,0.00191796967502
113529,zh-u-lj-e-r,zh-u-l-r-a,0.00191796967502
113537,s-u-lj-e-r,s-u-l-r-a,0.00191796967502
118485,r-a-lj-e-r,r-a-l-r-a,0.00191796967502
118486,m-a-l-o-r,m-a-l-r-a,0.6666666666666666
134112,t-u-l-o-r,t-u-l-r-a,0.6666666666666666
134128,gj-i-l-o-r,gj-i-l-r-a,0.6666666666666666
134136,pj-i-l-o-r,pj-i-l-r-a,0.6666666666666666
227983,m-u-l-o-r,m-u-l-r-a,0.6666666666666666
232897,g-a-l-o-r,g-a-l-r-a,0.6666666666666666
232898,zh-i-l-o-r,zh-i-l-r-a,0.6666666666666666
248532,kj-i-l-o-r,kj-i-l-r-a,0.6666666666666666
248533,m-u-lj-e-r,m-u-l-r-a,0.00191796967502
248534,l-u-l-o-r,l-u-l-r-a,0.6666666666666666
253455,sh-a-l-o-r,sh-a-l-r-a,0.6666666666666666
278907,z-u-lj-e-r,z-u-l-r-a,0.00191796967502
278908,rj-i-lj-e-r,rj-i-l-r-a,0.00191796967502
278909,gj-i-lj-e-r,gj-i-l-r-a,0.00191796967502
283823,r-u-lj-e-r,r-u-l-r-a,0.00191796967502
315074,zh-u-l-o-r,zh-u-l-r-a,0.6666666666666666
361950,sh-a-lj-e-r,sh-a-l-r-a,0.00191796967502
361951,sh-u-l-o-r,sh-u-l-r-a,0.6666666666666666
407949,t-u-lj-e-r,t-u-l-r-a,0.00191796967502
423575,k-u-lj-e-r,k-u-l-r-a,0.00191796967502
433402,tj-i-l-o-r,tj-i-l-r-a,0.6666666666666666
433430,b-a-l-o-r,b-a-l-r-a,0.6666666666666666
433431,x-a-lj-e-r,x-a-l-r-a,0.00191796967502
464682,sh-i-lj-e-r,sh-i-l-r-a,0.00191796967502
480308,zh-a-lj-e-r,zh-a-l-r-a,0.00191796967502
537045,pj-i-l-o-f,pj-i-l-f-a,0.1767051483443592
537046,b-a-l-o-f,b-a-l-f-a,0.1767051483443592
537047,rj-i-lj-e-f,rj-i-l-f-a,0.0003241168706809
537048,lj-e-f,l-f-a,0.0001902331010847
537173,lj-i-lj-e-f,lj-i-l-f-a,0.0003241168706809
537174,m-u-lj-e-f,m-u-l-f-a,0.0003241168706809
537300,l-o-f,l-f-a,0.1215826933675238
537489,kj-i-l-o-f,kj-i-l-f-a,0.1767051483443592
537554,m-u-l-o-f,m-u-l-f-a,0.1767051483443592
537680,x-a-lj-e-f,x-a-l-f-a,0.0003241168706809
537934,n-u-lj-e-f,n-u-l-f-a,0.0003241168706809
537935,bj-i-lj-e-f,bj-i-l-f-a,0.0003241168706809
537936,s-u-l-o-f-v,s-u-l-f-v-a,2.03341446386e-05
537937,l-o-f-v,l-f-v-a,1.73450031871e-05
537945,s-u-l-f-o-v,s-u-l-f-v-a,0.0801371487580988
537954,zh-u-l-f-o-v,zh-u-l-f-v-a,0.0801371487580988
537955,lj-i-lj-e-f-v,lj-i-l-f-v-a,
537956,mj-i-lj-e-f-v,mj-i-l-f-v-a,
537957,lj-e-f-v,l-f-v-a,
537973,l-f-o-v,l-f-v-a,0.0674628358158809
537974,zj-i-lj-e-f-v,zj-i-l-f-v-a,
537975,l-u-l-o-f-v,l-u-l-f-v-a,2.03341446386e-05
537976,sj-i-l-f-o-v,sj-i-l-f-v-a,0.0801371487580988
537977,l-f-o-m,l-f-m-a,0.448998687737043
537985,k-a-lj-e-f-m,k-a-l-f-m-a,
537986,x-u-l-fj-e-m,x-u-l-f-m-a,0.1263129872943831
537995,kj-i-l-o-f-m,kj-i-l-f-m-a,0.0015740602257268
537996,l-u-lj-e-f-m,l-u-l-f-m-a,
537997,sh-a-l-fj-e-m,sh-a-l-f-m-a,0.1263129872943831
537998,k-u-l-f-o-m,k-u-l-f-m-a,0.501427549414177
537999,l-o-f-m,l-f-m-a,0.001342978396585
538015,x-u-l-o-sh,x-u-l-sh-a,0.6958119165354145
538016,t-a-l-o-sh,t-a-l-sh-a,0.6958119165354145
538024,x-a-lj-e-sh,x-a-l-sh-a,0.0040430257632244
538025,l-o-sh,l-sh-a,0.5817625667867414
538275,sh-u-l-o-sh,sh-u-l-sh-a,0.6958119165354145
538276,r-u-l-o-sh,r-u-l-sh-a,0.6958119165354145
538402,lj-e-sh,l-sh-a,0.0023771857278503
538466,xj-i-lj-e-sh,xj-i-l-sh-a,0.0040430257632244
538781,xj-i-l-o-sh,xj-i-l-sh-a,0.6958119165354145
538782,k-a-lj-e-sh,k-a-l-sh-a,0.0040430257632244
538783,m-a-l-o-sh,m-a-l-sh-a,0.6958119165354145
538920,gj-i-lj-e-sh,gj-i-l-sh-a,0.0040430257632244
538921,lj-e-sh-l,l-sh-l-a,
539002,l-sh-e-l,l-sh-l-a,0.5900381923076204
539066,l-o-sh-l,l-sh-l-a,0.001219504834612
539067,sh-i-lj-e-sh-l,sh-i-l-sh-l-a,
539068,n-u-lj-e-sh-l,n-u-l-sh-l-a,
539069,l-sh-o-l,l-sh-l-a,0.5900381923076204
539070,sh-i-l-sh-e-l,sh-i-l-sh-l-a,0.6666666666666666
539071,l-a-l-sh-e-l,l-a-l-sh-l-a,0.6666666666666666
539136,tj-i-lj-e-sh-l,tj-i-l-sh-l-a,
539201,xj-i-lj-e-sh-l,xj-i-l-sh-l-a,
539202,bj-i-l-sh-e-l,bj-i-l-sh-l-a,0.6666666666666666
539267,zh-i-l-sh-e-m,zh-i-l-sh-m-a,0.6666666666666666
539268,lj-i-lj-e-sh-m,lj-i-l-sh-m-a,
539269,zh-a-l-sh-e-m,zh-a-l-sh-m-a,0.6666666666666666
539270,l-sh-o-m,l-sh-m-a,0.5900381923076204
539297,l-sh-e-m,l-sh-m-a,0.5900381923076204
539324,k-a-l-sh-e-m,k-a-l-sh-m-a,0.6666666666666666
539325,lj-e-sh-m,l-sh-m-a,
539352,b-a-l-sh-o-m,b-a-l-sh-m-a,0.6666666666666666
539353,z-u-l-o-sh-m,z-u-l-sh-m-a,0.0014293713871383
539354,m-a-l-sh-e-m,m-a-l-sh-m-a,0.6666666666666666
539382,s-u-l-o-sh-m,s-u-l-sh-m-a,0.0014293713871383
539518,p-u-l-o-sh-m,p-u-l-sh-m-a,0.0014293713871383
539519,lj-e-sh-n,l-sh-n-a,
539527,x-u-l-o-sh-n,x-u-l-sh-n-a,0.0004421212367709
539528,sh-u-l-o-sh-n,sh-u-l-sh-n-a,0.0004421212367709
539529,z-u-l-sh-e-n,z-u-l-sh-n-a,0.6666666666666666
539530,k-u-lj-e-sh-n,k-u-l-sh-n-a,
539531,l-sh-e-n,l-sh-n-a,0.5900381923076204
539558,tj-i-l-sh-e-n,tj-i-l-sh-n-a,0.6666666666666666
539559,s-u-lj-e-sh-n,s-u-l-sh-n-a,
539560,k-u-l-sh-o-n,k-u-l-sh-n-a,0.6666666666666666
539561,l-sh-o-n,l-sh-n-a,0.5900381923076204
539569,sj-i-l-sh-o-n,sj-i-l-sh-n-a,0.6666666666666666
539640,x-u-l-sh-o-n,x-u-l-sh-n-a,0.6666666666666666
539641,sj-i-l-sh-e-r,sj-i-l-sh-r-a,0.0056379316607571995
539642,lj-e-sh-r,l-sh-r-a,
539650,k-a-lj-e-sh-r,k-a-l-sh-r-a,
539651,k-u-l-sh-o-r,k-u-l-sh-r-a,0.0056379316607571995
539652,m-u-l-o-sh-r,m-u-l-sh-r-a,3.484177922828102e-07
539653,bj-i-l-sh-o-r,bj-i-l-sh-r-a,0.0056379316607571995
539669,l-o-sh-r,l-sh-r-a,2.971991234394485e-07
539733,l-sh-o-r,l-sh-r-a,0.0035596893010195
539734,k-u-lj-e-sh-r,k-u-l-sh-r-a,
539935,kj-i-m-o-b,kj-i-m-b-a,0.1937635731225528
539936,m-o-b,m-b-a,0.1937635731225528
540622,x-a-m-o-b,x-a-m-b-a,0.1937635731225528
540623,mj-e-b,m-b-a,0.1366967156154585
540839,b-u-m-o-b,b-u-m-b-a,0.1937635731225528
541183,zh-u-mj-e-b,zh-u-m-b-a,0.1366967156154585
541191,g-a-mj-e-b,g-a-m-b-a,0.1366967156154585
541192,sh-u-m-o-b,sh-u-m-b-a,0.1937635731225528
541409,x-a-mj-e-b,x-a-m-b-a,0.1366967156154585
541410,zj-i-mj-e-b,zj-i-m-b-a,0.1366967156154585
541754,t-a-mj-e-b,t-a-m-b-a,0.1366967156154585
542098,t-a-m-o-b,t-a-m-b-a,0.1937635731225528
542323,r-u-mj-e-b,r-u-m-b-a,0.1366967156154585
543658,m-bj-e-v,m-b-v-a,0.0157816285544999
543685,mj-e-b-v,m-b-v-a,
543693,k-a-m-b-o-v,k-a-m-b-v-a,0.0279641101564351
543694,m-b-o-v,m-b-v-a,0.0279641101564351
543757,s-u-m-b-o-v,s-u-m-b-v-a,0.0279641101564351
543758,b-u-mj-e-b-v,b-u-m-b-v-a,
543759,zj-i-m-b-o-v,zj-i-m-b-v-a,0.0279641101564351
543760,l-a-m-o-v,l-a-m-v-a,0.3076422250995104
543768,mj-i-mj-e-v,mj-i-m-v-a,0.0692217738028339
543769,mj-e-v,m-v-a,0.0692217738028339
554417,sh-a-m-o-v,sh-a-m-v-a,0.3076422250995104
575714,kj-i-mj-e-v,kj-i-m-v-a,0.0692217738028339
575741,lj-i-m-o-v,lj-i-m-v-a,0.3076422250995104
586397,pj-i-m-o-v,pj-i-m-v-a,0.3076422250995104
586424,m-o-v,m-v-a,0.3076422250995104
624072,l-a-mj-e-v,l-a-m-v-a,0.0692217738028339
753369,sh-u-m-o-v,sh-u-m-v-a,0.3076422250995104
753377,n-u-m-o-v,n-u-m-v-a,0.3076422250995104
753378,sh-a-mj-e-v,sh-a-m-v-a,0.0692217738028339
807379,xj-i-mj-e-v,xj-i-m-v-a,0.0692217738028339
807380,t-u-mj-e-v,t-u-m-v-a,0.0692217738028339
872036,zh-a-mj-e-v,zh-a-m-v-a,0.0692217738028339
872037,sj-i-mj-e-v,sj-i-m-v-a,0.0692217738028339
909739,t-u-m-o-v,t-u-m-v-a,0.3076422250995104
979348,l-u-m-o-v,l-u-m-v-a,0.3076422250995104
979349,zj-i-mj-e-v,zj-i-m-v-a,0.0692217738028339
1017068,m-a-mj-e-v,m-a-m-v-a,0.0692217738028339
1017069,lj-i-mj-e-v,lj-i-m-v-a,0.0692217738028339
1071070,g-u-mj-e-v,g-u-m-v-a,0.0692217738028339
1071071,sh-i-m-o-v,sh-i-m-v-a,0.3076422250995104
1108720,s-u-mj-e-v,s-u-m-v-a,0.0692217738028339
1119369,xj-i-m-o-v,xj-i-m-v-a,0.3076422250995104
1146370,tj-i-m-o-v,tj-i-m-v-a,0.3076422250995104
1265053,b-u-mj-e-v,b-u-m-v-a,0.0692217738028339
1319054,k-u-mj-e-v,k-u-m-v-a,0.0692217738028339
1448351,b-a-mj-e-v,b-a-m-v-a,0.0692217738028339
1459008,p-u-m-o-v,p-u-m-v-a,0.3076422250995104
1459009,z-u-mj-e-v,z-u-m-v-a,0.0692217738028339
1534348,r-a-m-o-v,r-a-m-v-a,0.3076422250995104
1561349,zh-a-m-o-v,zh-a-m-v-a,0.3076422250995104
1588377,m-o-g,m-g-a,0.5615023945036023
1588569,z-u-m-o-g,z-u-m-g-a,0.5615023945036023
1588570,gj-i-m-o-g,gj-i-m-g-a,0.5615023945036023
1588635,zh-u-mj-e-g,zh-u-m-g-a,0.45758959362829
1588636,mj-e-g,m-g-a,0.45758959362829
1588663,mj-i-mj-e-g,mj-i-m-g-a,0.45758959362829
1588679,pj-i-mj-e-g,pj-i-m-g-a,0.45758959362829
1588680,rj-i-m-o-g,rj-i-m-g-a,0.5615023945036023
1588681,kj-i-m-o-g,kj-i-m-g-a,0.5615023945036023
1588724,mj-i-m-o-g,mj-i-m-g-a,0.5615023945036023
1588725,sh-u-m-o-g,sh-u-m-g-a,0.5615023945036023
1588726,k-u-m-o-g,k-u-m-g-a,0.5615023945036023
1588727,tj-i-m-o-g,tj-i-m-g-a,0.5615023945036023
1588755,m-o-g-v,m-g-v-a,0.0001405101756992
1588782,mj-e-g-v,m-g-v-a,
1588790,m-gj-e-v,m-g-v-a,0.1260874274470654
1588791,g-a-m-g-o-v,g-a-m-g-v-a,0.2052570165443304
1588815,l-u-m-g-o-v,l-u-m-g-v-a,0.2052570165443304
1588843,m-g-o-v,m-g-v-a,0.2052570165443304
1588968,r-a-mj-e-g-v,r-a-m-g-v-a,
1589371,lj-i-m-gj-e-v,lj-i-m-g-v-a,0.1260874274470654
1589372,l-u-mj-e-g-v,l-u-m-g-v-a,
1589373,k-u-m-o-g-v,k-u-m-g-v-a,0.0001405101756992
1589499,s-u-m-o-g-m,s-u-m-g-m-a,0.0001405101756992
1589500,m-o-g-m,m-g-m-a,0.0001405101756992
1589527,lj-i-m-g-o-m,lj-i-m-g-m-a,0.2052570165443304
1589555,sj-i-m-g-o-m,sj-i-m-g-m-a,0.2052570165443304
1589556,t-a-mj-e-g-m,t-a-m-g-m-a,
1589557,t-a-m-gj-e-m,t-a-m-g-m-a,0.1260869588755536
1589558,p-u-m-o-g-m,p-u-m-g-m-a,0.0001405101756992
1589559,lj-i-m-gj-e-m,lj-i-m-g-m-a,0.1260869588755536
1589560,g-u-mj-e-g-m,g-u-m-g-m-a,
1589588,m-gj-e-m,m-g-m-a,0.1260869588755536
1589589,mj-e-g-m,m-g-m-a,
1589590,m-g-o-m,m-g-m-a,0.2052570165443304
1589591,m-gj-e-r,m-g-r-a,0.4740234092970407
1589672,m-a-mj-e-g-r,m-a-m-g-r-a,
1589673,m-o-g-r,m-g-r-a,0.0014293713871383
1589681,mj-e-g-r,m-g-r-a,
1589682,b-a-m-o-g-r,b-a-m-g-r-a,0.0014293713871383
1589691,r-u-mj-e-g-r,r-u-m-g-r-a,
1589692,m-u-m-g-o-r,m-u-m-g-r-a,0.6666666666666666
1589693,mj-e-z,m-z-a,0.6025256893883673
1589818,t-a-m-o-z,t-a-m-z-a,0.6489160139412528
1589819,p-u-mj-e-z,p-u-m-z-a,0.6025256893883673
1589820,m-o-z,m-z-a,0.6489160139412528
1590073,zh-i-m-o-z,zh-i-m-z-a,0.6489160139412528
1590199,tj-i-m-o-z,tj-i-m-z-a,0.6489160139412528
1590450,gj-i-m-o-z,gj-i-m-z-a,0.6489160139412528
1590579,zh-a-mj-e-z,zh-a-m-z-a,0.6025256893883673
1590580,n-u-m-o-z,n-u-m-z-a,0.6489160139412528
1590581,mj-e-z-m,m-z-m-a,
1590797,rj-i-m-z-o-m,rj-i-m-z-m-a,0.2052570165443304
1590798,m-zj-e-m,m-z-m-a,0.1260486401986252
1590825,m-o-z-m,m-z-m-a,0.0001405101756992
1591096,sh-u-m-zj-e-m,sh-u-m-z-m-a,0.1260486401986252
1591961,m-u-m-z-o-n,m-u-m-z-n-a,0.6666666666666666
1591962,b-u-m-o-z-n,b-u-m-z-n-a,0.0014293713871383
1591963,mj-e-z-n,m-z-n-a,
1592027,m-z-o-n,m-z-n-a,0.6666666666666666
1592028,m-zj-e-n,m-z-n-a,0.4740233931270595
1592119,g-u-m-z-o-n,g-u-m-z-n-a,0.6666666666666666
1592174,g-u-m-o-z-n,g-u-m-z-n-a,0.0014293713871383
1592175,bj-i-mj-e-z-n,bj-i-m-z-n-a,
1592304,n-u-m-z-o-n,n-u-m-z-n-a,0.6666666666666666
1592305,m-o-z-r,m-z-r-a,3.33943604254e-05
1592555,pj-i-m-zj-e-r,pj-i-m-z-r-a,0.02654526338554
1592563,r-a-m-zj-e-r,r-a-m-z-r-a,0.02654526338554
1592564,m-z-o-r,m-z-r-a,0.050862560372687896
1592697,k-a-m-z-o-r,k-a-m-z-r-a,0.050862560372687896
1592831,m-zj-e-r,m-z-r-a,0.02654526338554
1592839,rj-i-m-z-o-r,rj-i-m-z-r-a,0.050862560372687896
1592973,sh-u-mj-e-z-r,sh-u-m-z-r-a,
1592982,m-o-n,m-n-a,0.6666666666666666
1608607,r-a-m-o-n,r-a-m-n-a,0.6666666666666666
1608608,mj-e-n,m-n-a,0.4740054972624101
1631092,p-u-m-o-n,p-u-m-n-a,0.6666666666666666
1667295,b-a-m-o-n,b-a-m-n-a,0.6666666666666666
1667303,g-a-mj-e-n,g-a-m-n-a,0.4740054972624101
1667304,k-u-mj-e-n,k-u-m-n-a,0.4740054972624101
1667312,pj-i-m-o-n,pj-i-m-n-a,0.6666666666666666
1689804,lj-i-mj-e-n,lj-i-m-n-a,0.4740054972624101
1743539,bj-i-m-o-n,bj-i-m-n-a,0.6666666666666666
1849101,r-a-mj-e-n,r-a-m-n-a,0.4740054972624101
1880359,tj-i-mj-e-n,tj-i-m-n-a,0.4740054972624101
1902851,z-u-mj-e-n,z-u-m-n-a,0.4740054972624101
1902852,m-u-m-o-n,m-u-m-n-a,0.6666666666666666
1902860,sh-a-m-o-n,sh-a-m-n-a,0.6666666666666666
1902868,lj-i-m-o-n,lj-i-m-n-a,0.6666666666666666
1902869,l-a-mj-e-n,l-a-m-n-a,0.4740054972624101
1916596,sj-i-mj-e-n,sj-i-m-n-a,0.4740054972624101
1916597,kj-i-m-o-n,kj-i-m-n-a,0.6666666666666666
1916598,zh-u-m-o-n,zh-u-m-n-a,0.6666666666666666
1939098,rj-i-mj-e-n,rj-i-m-n-a,0.4740054972624101
1939099,kj-i-mj-e-n,kj-i-m-n-a,0.4740054972624101
1985975,xj-i-mj-e-n,xj-i-m-n-a,0.4740054972624101
2001601,zh-u-mj-e-n,zh-u-m-n-a,0.4740054972624101
2032860,sh-a-mj-e-n,sh-a-m-n-a,0.4740054972624101
2032861,pj-i-mj-e-n,pj-i-m-n-a,0.4740054972624101
2039728,b-u-m-o-n,b-u-m-n-a,0.6666666666666666
2039736,mj-i-mj-e-n,mj-i-m-n-a,0.4740054972624101
2039744,b-a-mj-e-n,b-a-m-n-a,0.4740054972624101
2060370,b-u-mj-e-n,b-u-m-n-a,0.4740054972624101
2060371,p-u-mj-e-n,p-u-m-n-a,0.4740054972624101
2060372,k-a-mj-e-n,k-a-m-n-a,0.4740054972624101
2075998,s-u-mj-e-n,s-u-m-n-a,0.4740054972624101
2075999,l-u-m-o-n,l-u-m-n-a,0.6666666666666666
2076000,x-u-m-o-n,x-u-m-n-a,0.6666666666666666
2082868,m-a-mj-e-n,m-a-m-n-a,0.4740054972624101
2114127,mj-e-p,m-p-a,0.0091571592020301
2114639,n-u-m-o-p,n-u-m-p-a,0.0345699666669916
2115152,x-a-mj-e-p,x-a-m-p-a,0.0155193994983786
2115665,m-o-p,m-p-a,0.025225287827104897
2116231,g-u-mj-e-p,g-u-m-p-a,0.0155193994983786
2116744,k-a-m-o-p,k-a-m-p-a,0.0345699666669916
2116745,z-u-m-o-p,z-u-m-p-a,0.0345699666669916
2118309,rj-i-mj-e-p,rj-i-m-p-a,0.0155193994983786
2118310,m-o-p-v,m-p-v-a,2.26587371466e-05
2118337,m-p-o-v,m-p-v-a,0.0969428093750076
2118345,m-u-m-pj-e-v,m-u-m-p-v-a,0.0395778115910979
2118346,tj-i-mj-e-p-v,tj-i-m-p-v-a,
2118347,x-u-m-p-o-v,x-u-m-p-v-a,0.1229226202635992
2118348,m-pj-e-v,m-p-v-a,0.023589325171441
2118383,sh-u-m-o-p-v,sh-u-m-p-v-a,2.6563593651e-05
2118384,sj-i-m-p-o-v,sj-i-m-p-v-a,0.1229226202635992
2118385,zj-i-mj-e-p-v,zj-i-m-p-v-a,
2118386,z-u-m-p-o-v,z-u-m-p-v-a,0.1229226202635992
2118387,xj-i-mj-e-p-v,xj-i-m-p-v-a,
2118396,x-a-m-pj-e-v,x-a-m-p-v-a,0.0395778115910979
2118397,m-a-m-pj-e-v,m-a-m-p-v-a,0.0395778115910979
2118398,g-u-mj-e-p-v,g-u-m-p-v-a,
2118399,m-u-m-p-o-v,m-u-m-p-v-a,0.1229226202635992
2118435,r-u-mj-e-p-m,r-u-m-p-m-a,
2118436,rj-i-m-pj-e-m,rj-i-m-p-m-a,0.2925277819600505
2118437,g-a-m-o-p-m,g-a-m-p-m-a,0.0006855702448356
2118438,mj-e-p-m,m-p-m-a,
2118446,m-o-p-m,m-p-m-a,0.0005848478644034
2118447,m-p-o-m,m-p-m-a,0.3757346405045205
2118455,m-pj-e-m,m-p-m-a,0.1951137365461897
2118463,xj-i-m-o-p-m,xj-i-m-p-m-a,0.0006855702448356
2118464,sh-u-m-pj-e-m,sh-u-m-p-m-a,0.2925277819600505
2118465,p-u-mj-e-p-m,p-u-m-p-m-a,
2118466,g-u-m-pj-e-m,g-u-m-p-m-a,0.2925277819600505
2118467,sj-i-m-pj-e-m,sj-i-m-p-m-a,0.2925277819600505
2118476,pj-i-m-p-o-m,pj-i-m-p-m-a,0.459196965174628
2118493,m-p-o-r,m-p-r-a,0.5900381923076204
2118520,m-a-m-o-p-r,m-a-m-p-r-a,0.0014293713871383
2118521,sh-i-mj-e-p-r,sh-i-m-p-r-a,
2118522,r-a-m-p-o-r,r-a-m-p-r-a,0.6666666666666666
2118523,p-u-m-p-o-r,p-u-m-p-r-a,0.6666666666666666
2118524,l-u-m-o-p-r,l-u-m-p-r-a,0.0014293713871383
2118525,m-o-p-r,m-p-r-a,0.001219504834612
2118533,kj-i-m-o-p-r,kj-i-m-p-r-a,0.0014293713871383
2118534,x-a-m-pj-e-r,x-a-m-p-r-a,0.4740233991180144
2118535,xj-i-mj-e-p-r,xj-i-m-p-r-a,
2118536,mj-e-p-r,m-p-r-a,
2118537,m-pj-e-r,m-p-r-a,0.345698774031956
2118561,pj-i-mj-e-p-r,pj-i-m-p-r-a,
2118562,sh-u-mj-e-p-r,sh-u-m-p-r-a,
2118617,tj-i-mj-e-p-r,tj-i-m-p-r-a,
2118618,z-u-mj-e-s,z-u-m-s-a,0.8961342615037861
2118619,s-u-mj-e-s,s-u-m-s-a,0.8961342615037861
2118620,m-a-mj-e-s,m-a-m-s-a,0.8961342615037861
2118628,r-u-mj-e-s,r-u-m-s-a,0.8961342615037861
2118629,x-a-mj-e-s,x-a-m-s-a,0.8961342615037861
2118630,mj-e-s,m-s-a,0.8349319564016934
2118846,b-u-m-o-s,b-u-m-s-a,0.9239480012956562
2119071,t-a-m-o-s,t-a-m-s-a,0.9239480012956562
2119072,x-a-m-o-s,x-a-m-s-a,0.9239480012956562
2119289,lj-i-mj-e-s,lj-i-m-s-a,0.8961342615037861
2119506,m-o-s,m-s-a,0.8864838238344752
2119570,r-u-m-o-s,r-u-m-s-a,0.9239480012956562
2119787,kj-i-mj-e-s,kj-i-m-s-a,0.8961342615037861
2120196,rj-i-m-o-f,rj-i-m-f-a,0.1767051483443592
2120197,m-o-f,m-f-a,0.1215826933675238
2120540,mj-i-m-o-f,mj-i-m-f-a,0.1767051483443592
2121227,x-a-mj-e-f,x-a-m-f-a,0.1311304714189564
2121228,mj-e-f,m-f-a,0.0812860680402269
2121353,gj-i-m-o-f,gj-i-m-f-a,0.1767051483443592
2121479,r-a-mj-e-f,r-a-m-f-a,0.1311304714189564
2121948,p-u-mj-e-f,p-u-m-f-a,0.1311304714189564
2121949,b-u-mj-e-f,b-u-m-f-a,0.1311304714189564
2121950,k-u-m-o-f,k-u-m-f-a,0.1767051483443592
2122762,l-a-m-o-f,l-a-m-f-a,0.1767051483443592
2122763,r-u-mj-e-f,r-u-m-f-a,0.1311304714189564
